reference_date,target,horizon,location,output_type,output_type_id,value
2026-02-01,weekly incident influenza cases,0,SE,mean,,1521.500000
2026-02-01,weekly incident influenza cases,1,SE,mean,,1521.500000
2026-02-01,weekly incident influenza cases,2,SE,mean,,1521.500000
2026-02-01,weekly incident influenza cases,3,SE,mean,,1521.500000
2026-02-01,weekly incident influenza cases,0,SE-M,mean,,137.333333
2026-02-01,weekly incident influenza cases,1,SE-M,mean,,137.333333
2026-02-01,weekly incident influenza cases,2,SE-M,mean,,137.333333
2026-02-01,weekly incident influenza cases,3,SE-M,mean,,137.333333
2026-02-01,weekly incident influenza cases,0,SE-O,mean,,183.833333
2026-02-01,weekly incident influenza cases,1,SE-O,mean,,183.833333
2026-02-01,weekly incident influenza cases,2,SE-O,mean,,183.833333
2026-02-01,weekly incident influenza cases,3,SE-O,mean,,183.833333
